2022 San Francisco Chronicle Wine Competition Medal Winners Sorted by Winery,,,,,,,,
Winery,State,Category Name,Vintage,AVA,Vineyard,Variety,Price,Award
Sonoma Cellars,CA,Syrah/Shiraz - Up to - $26.99,NV,Sonoma Valley,Syrah,,$14.00 ,Bronze
Sonoma Cutrer Vineyards,CA,Brut,2018,Russian River,Brut,Grand Cuvee,$50.00 ,Double Gold
Sonoma Cutrer Vineyards,CA,Chardonnay - $23.00 - $25.99,2019,Sonoma Coast,Chardonnay,,$23.00 ,Double Gold
Sonoma Cutrer Vineyards,CA,Chardonnay - $33.00 - $35.99,2019,Russian River Valley,Chardonnay,The Cutrer,$34.00 ,Double Gold
Sonoma Cutrer Vineyards,CA,Chardonnay - $40.00 - $45.99,2018,Sonoma Coast,Chardonnay,Les Pierres,$42.00 ,Double Gold
Sonoma Cutrer Vineyards,CA,Chardonnay - $46.00 and Over,2019,Russian River Valley,Chardonnay,40th Anniversary,$70.00 ,Double Gold
Sonoma Cutrer Vineyards,CA,Dry Rose/Blush - RS .001 - .099,2021,Russian River Valley,Rose,,$25.00 ,Double Gold
Sonoma Cutrer Vineyards,CA,Pinot Noir - $48.00 - $50.99,2018,Russian River Valley,Pinot Noir,Vine Hill Vineyard,$48.00 ,Double Gold
Sonoma Cutrer Vineyards,CA,Pinot Noir - $67.00 and Over,2018,Russian River Valley,Pinot Noir,Founders Reserve,$69.00 ,Double Gold
Sonoma Cutrer Vineyards,CA,Other Sparkling,2017,Russian River Valley,Pinot Noir,Grand Noir de Noir,$50.00 ,Gold
Sonoma Cutrer Vineyards,CA,Pinot Noir - $48.00 - $50.99,2019,Russian River Valley,Pinot Noir,Owsley Vineyard,$48.00 ,Gold
Sonoma Cutrer Vineyards,CA,Pinot Noir - $32.00 - $35.99,2019,Russian River Valley,Pinot Noir,,$35.00 ,Silver
Sonoma Cutrer Vineyards,CA,Sauvignon Blanc/Fume - $20.00 - $ 25.99,2021,Russian River Valley,Sauvignon Blanc,,$25.00 ,Silver
Soquel Vineyards,CA,Merlot - $40.00 and Over,2020,Santa Clara County,Merlot,R.E. Summers Ranch,$50.00 ,Double Gold
Soquel Vineyards,CA,Nebbiolo,2020,Santa Cruz Mountains,Nebbiolo,Lago Lomita Vineyard,$50.00 ,Silver
Soquel Vineyards,CA,Red Blend: Zinfandel leading blend - Up to - $24.99,2020,Central Coast,Trinity Rosso,,$16.00 ,Silver
Soter Vineyards,OR,Pinot Noir - $67.00 and Over,2018,Yamhill-Carlton,Pinot Noir,Mineral Springs Ranch,$75.00 ,Silver
Sovereign Estate,MN,Red Natives/Hybrid Varietals,2020,Minnesota,Marquette,Bourbon Barrel Aged,$59.00 ,Best of Class
Sovereign Estate,MN,Port - $33.00 and Over,NV,Minnesota,Ignatius,Dessert Wine,$33.00 ,Silver
Sovereign Estate,MN,White Native American/Hybrid,2020,Minnesota,La Crescent,,$29.50 ,Silver
Sovereign Estate,MN,White Native American/Hybrid,2020,Minnesota,La Crescent,,$45.00 ,Silver
Sovereign Estate,MN,Merlot - $40.00 and Over,2019,American,Merlot,,$45.00 ,Bronze
Sovereign Estate,MN,Red Blend: Cab Sauv leading blend - $25.00 - $34.99,2018,American,American Red Wine,,$33.00 ,Bronze
Sovereign Estate,MN,Red Blend: Red Native/Hybrid,2019,Minnesota,Marquette,,$29.50 ,Bronze
Sovereign Estate,MN,White Native American/Hybrid,2020,Minnesota,Itasca,,$28.50 ,Bronze
Spangler Vineyards,OR,Carmenere,2018,Southern Oregon,Carmenere,,$39.00 ,Best of Class
Spangler Vineyards,OR,Cab Franc - $30.00 - $39.99,2018,Southern Oregon,Cabernet Franc,,$32.00 ,Gold
Spangler Vineyards,OR,Red Blend: Merlot leading blend - $30.00 and Over,2018,Southern Oregon,Claret,,$32.00 ,Silver
Spangler Vineyards,OR,Petite Sirah - $35.00 - $39.99,2018,Southern Oregon,Petite Sirah,Carpenter Hill,$39.00 ,Bronze
Spangler Vineyards,OR,Syrah/Shiraz - $27.00 - $30.99,2016,Southern Oregon,Syrah,,$29.00 ,Bronze
Sparrow Creek,CA,Chardonnay - $14.00 - $15.99,2020,Potter Valley,Chardonnay,,$14.00 ,Bronze
Speckle Rock Vineyards,CA,Pinot Noir - $44.00 - $47.99,2019,Dundee Hills,Pinot Noir,,$45.00 ,Gold
Speckle Rock Vineyards,CA,Red Blend: Sangiovese leading blend,2019,San Diego County,Sangiovese Merlot,,$36.00 ,Gold
Speckle Rock Vineyards,CA,Other White Varietals,2020,San Diego County,Falanghina,,$30.00 ,Silver
Speckle Rock Vineyards,CA,Petite Sirah - $40.00 - $45.99,2019,San Diego County,Petite Sirah,,$40.00 ,Silver
Speckle Rock Vineyards,CA,Red Blend: Grenache leading blend - $30.00 and Over,2019,San Diego County,Talynlu,,$40.00 ,Silver
Spicewood Vineyards,TX,Tempranillo - Up to - $34.99,2019,Texas High Plains,Tempranillo,Dutton Vineyards (Black Label),$32.99 ,Best of Class
Spicewood Vineyards,TX,Red Blend: Grenache leading blend - $30.00 and Over,2018,Texas,Tandem,,$32.99 ,Silver
Spicewood Vineyards,TX,Red Blend: Tempranillo leading blend,2017,Texas High Plains,El Guey,,$32.99 ,Silver
Spicewood Vineyards,TX,Sauvignon Blanc/Fume - $26.00 and Over,2020,Texas Hill Country,Sauvignon Blanc,,$26.00 ,Silver
Spicewood Vineyards,TX,Syrah/Shiraz - $31.00 - $34.99,2018,Texas Hill Country,Syrah,,$32.99 ,Silver
Spicewood Vineyards,TX,Tempranillo - Up to - $34.99,2019,Texas High Plains,Tempranillo,Friesen Vineyards (Red Label),$32.99 ,Silver
Spicewood Vineyards,TX,Muscat,2020,Texas Hill Country,Muscat Blanc,,$25.99 ,Bronze
Spicewood Vineyards,TX,Other White Varietals,2020,Texas High Plains,Picpoul Blanc,Louisa,$24.00 ,Bronze
St Jorge Winery,CA,Zinfandel - $35.00 - $38.99,2018,Lodi,Zinfandel,Mohr-Fry Vineyards,$35.00 ,Silver
St Jorge Winery,CA,Barbera - Up to - $34.99,2018,Lodi,Barbera,,$28.00 ,Bronze
St. Amant Winery,CA,Barbera - Up to - $34.99,2020,Lodi,Barbera,Tools of the Trade,$20.00 ,Double Gold
St. Amant Winery,CA,Petite Sirah - Up to - $27.99,2019,Lodi,Petite Sirah,Mohr-Fry Ranch,$21.00 ,Gold
St. Amant Winery,CA,Red Blend: Zinfandel leading blend - Up to - $24.99,2019,Lodi,Speakeasy Red,The Bootleg Society,$24.00 ,Silver
St. Amant Winery,CA,Zinfandel - $17.00 - $22.99,2020,Lodi,Zinfandel,Mohr-Fry Ranch,$20.00 ,Silver
St. Amant Winery,CA,Zinfandel - $23.00 - $25.99,2020,Lodi,Zinfandel,Marians Vineyard,$24.00 ,Silver
St. Anne's Crossing,CA,Zinfandel - $42.00 - $47.99,2019,Russian River Valley,Zinfandel,Slusser,$45.00 ,Double Gold
St. Anne's Crossing,CA,Zinfandel - $32.00 - $34.99,2019,Sonoma County,Zinfandel,Hail Mary,$32.00 ,Gold
St. Anne's Crossing,CA,Zinfandel - $35.00 - $38.99,2019,Russian River Valley,Zinfandel,Tripi,$38.00 ,Gold
St. Anne's Crossing,CA,Zinfandel - $42.00 - $47.99,2019,Dry Creek Valley,Zinfandel,The Ranch,$44.00 ,Gold
St. Anne's Crossing,CA,Zinfandel - $48.00 to $59.99,2019,Sonoma Valley,Zinfandel,Bar None,$50.00 ,Gold
St. Anne's Crossing,CA,Cab Sauv - $42.00 - $45.99,2018,Sonoma Valley,Cabernet Sauvignon,Este,$45.00 ,Silver
St. Anne's Crossing,CA,Malbec - $37.00 and Over,2019,Sonoma Valley,Malbec,Los Chamizal,$38.00 ,Silver
St. Anne's Crossing,CA,Petite Sirah - $40.00 - $45.99,2019,Russian River,Petite Sirah,Angel's Share,$45.00 ,Silver
St. Anne's Crossing,CA,Primitivo,2019,Russian River Valley,Primitivo,Tripi RSV,$60.00 ,Silver
St. Anne's Crossing,CA,Zinfandel - $35.00 - $38.99,2019,Sonoma Valley,Zinfandel,Ami Cheri,$38.00 ,Silver
St. Anne's Crossing,CA,Zinfandel - $39.00 - $41.99,2019,Sonoma Valley,Zinfandel,Los Chamizal,$40.00 ,Silver
St. Anne's Crossing,CA,Zinfandel - $42.00 - $47.99,2019,Russian River Valley,Zinfandel,Bacigalupi,$42.00 ,Silver
St. Anne's Crossing,CA,Zinfandel - $60.00 and Over,2019,Rockpile,Zinfandel,Reserve,$60.00 ,Silver
St. Anne's Crossing,CA,Zinfandel - $60.00 and Over,2019,Sonoma Valley,Zinfandel,Rowe Reserve,$60.00 ,Silver
St. Francis,CA,Sauvignon Blanc/Fume - $16.00 - $19.99,2020,Sonoma County,Sauvignon Blanc,,$17.00 ,Double Gold
St. Francis,CA,Chardonnay - $16.00 - $17.99,2020,Sonoma County,Chardonnay,,$17.00 ,Gold
St. Francis,CA,Chardonnay - $29.00 - $32.99,2019,Russian River Valley,Chardonnay,Martinelli,$30.00 ,Gold
St. Francis,CA,Merlot - $19.00 - $22.99,2018,Sonoma County,Merlot,,$22.00 ,Silver
St. Francis,CA,Pinot Noir - $20.00 - $23.99,2020,Sonoma County,Pinot Noir,,$22.00 ,Silver
St. Francis,CA,Zinfandel - $17.00 - $22.99,2019,Sonoma County,Zinfandel,,$22.00 ,Silver
St. Francis,CA,Zinfandel - $48.00 to $59.99,2019,Dry Creek Valley,Zinfandel,,$50.00 ,Silver
St. Francis,CA,Cab Sauv - $19.00 - $22.99,2018,Sonoma County,Cabernet Sauvignon,,$22.00 ,Bronze
St. Francis,CA,Zinfandel - $48.00 to $59.99,2019,Russian River Valley,Zinfandel,Giovanetti,$50.00 ,Bronze
St. Julian,MI,Other Sparkling,NV,Lake Michigan Shore,Sparkling,Sweet Nancie,$14.99 ,Gold
St. Julian,MI,Red Natives/Hybrid Varietals,2019,Lake Michigan Shore,Petite Pearl,Winemaker Series Double Barrel,$21.99 ,Silver
St. Julian,MI,Orange Wine/Skin Fermented White,2020,Lake Michigan Shore,Gewurztraminer,Winemaker Series,$26.99 ,Bronze
St. Julian,MI,Orange Wine/Skin Fermented White,2020,Lake Michigan Shore,Ramato,Winemaker Series,$26.99 ,Bronze
St. Julian,MI,Red Blend: Cab Sauv leading blend - $25.00 - $34.99,2020,Lake Michigan Shore,Cabernet Sauvignon/Merlot,Winemaker Series,$29.99 ,Bronze
Stag's Leap Wine Cellars,WA,Sauvignon Blanc/Fume - $26.00 and Over,2020,Napa Valley,Sauvignon Blanc,AVETA,$30.00 ,Double Gold
Stag's Leap Wine Cellars,WA,Cab Sauv - $72.00 - $89.99,2019,Napa Valley,Cabernet Sauvignon,ARTEMIS,$75.00 ,Silver
Stag's Leap Wine Cellars,WA,Chardonnay - $33.00 - $35.99,2019,Napa Valley,Chardonnay,KARIA,$34.00 ,Bronze
Stama,CA,Cab Franc - $30.00 - $39.99,2018,Lodi,Cabernet Franc,,$38.00 ,Silver
Stama,CA,Chardonnay - $18.00 - $ 19.99,2019,Lodi,Chardonnay,,$19.00 ,Silver
Stama,CA,Zinfandel - $23.00 - $25.99,2016,Lodi,Zinfandel,Old Vine,$25.00 ,Silver
Stanford,CA,Brut,NV,California,Brut,,$10.00 ,Bronze
Stanton Vineyards,CA,Cab Sauv - $72.00 - $89.99,2018,Oakville,Cabernet Sauvignon,,$85.00 ,Best of Class
Stanton Vineyards,CA,Petite Sirah - $40.00 - $45.99,2019,St. Helena,Petite Sirah,,$45.00 ,Gold
Starfield Vineyards,CA,All Other Red Varietals,2019,El Dorado,Cinsaut,,$32.00 ,Gold
Starfield Vineyards,CA,Red Blend: Syrah leading blend - $36.00 and Over,2019,El Dorado,The Big Canyon,,$45.00 ,Gold
Starfield Vineyards,CA,Dry Rose/Blush - RS .3 - .99,2020,El Dorado,Rose,,$28.00 ,Silver
Starfield Vineyards,CA,Marsanne,2020,El Dorado,Marsanne,,$32.00 ,Silver
Starfield Vineyards,CA,Other White Varietals,2020,El Dorado,Fiano,,$28.00 ,Silver
Starfield Vineyards,CA,Red Blend: Petite Sirah leading blend,2019,El Dorado,Jacks Are Wild,,$42.00 ,Silver
Starfield Vineyards,CA,Tempranillo - $35 and Over,2019,El Dorado,Tempranillo,,$40.00 ,Silver
Starfield Vineyards,CA,Viognier - $27.00 and Over,2020,El Dorado,Viognier,,$32.00 ,Silver
Starfield Vineyards,CA,White Blends - $28.00 and Over,2020,El Dorado,Hope Rising,,$32.00 ,Silver
Starfield Vineyards,CA,Aglianico,2019,El Dorado,Aglianico,,$42.00 ,Bronze
Starfield Vineyards,CA,Barbera - $35.00 and Over,2019,El Dorado,Barbera,,$40.00 ,Bronze
Staring at the Sun,CA,Carignan/Carignane,2019,Alexander Valley,Carignan,,$28.00 ,Bronze
Starla Wines,TX,Non Alcoholic Wines,NV,Texas,Red Blend,,$28.00 ,Best of Class
Starla Wines,TX,Non Alcoholic Wines,NV,Texas,Sauvignon Blanc,,$28.00 ,Silver
Starla Wines,TX,Non Alcoholic Wines,NV,Texas,Sparkling Rose,,$28.00 ,Silver
Staysail Cellars,CA,Cab Franc - $40.00 and Over,2019,Dry Creek Valley,Cabernet Franc,,$50.00 ,Silver
Steelemack,CA,Cab Sauv - $65.00 - $71.99,2017,Oak Knoll District,Cabernet Sauvignon,,$65.00 ,Silver
Steiner Family Vineyards,CA,Roussanne,2020,Amador County,Roussanne,Cooper Ranch,$26.00 ,Gold
Steiner Family Vineyards,CA,Barbera - Up to - $34.99,2019,Amador County,Barbera,Cooper Ranch,$32.00 ,Silver
Steiner Family Vineyards,CA,Zinfandel - $29.00 - $31.99,2019,Amador County,Zinfandel,St. Peters Church Cooper Ranch,$30.00 ,Silver
Stephen & Walker,CA,Petite Sirah - $46.00 and Over,2019,Dry Creek Valley,Petite Sirah,,$56.00 ,Double Gold
Stephen & Walker,CA,Cab Sauv - $90.00 and Over,2019,Coombsville,Cabernet Sauvignon,,$95.00 ,Gold
Stephen & Walker,CA,Carignan/Carignane,2018,Alexander Valley,Carignane,,$56.00 ,Gold
Stephen & Walker,CA,Syrah/Shiraz - $44.00 and Over,2020,Fountaingrove District,Syrah,,$75.00 ,Gold
Stephen & Walker,CA,Zinfandel - $42.00 - $47.99,2018,Russian River Valley,Zinfandel,Sweetwater Rd,$45.00 ,Gold
Stephen & Walker,CA,Zinfandel - $42.00 - $47.99,2018,Russian River Valley,Zinfandel,Los Amigos Road,$45.00 ,Gold
Stephen & Walker,CA,Cab Sauv - $90.00 and Over,2018,Howell Mountain,Cabernet Sauvignon,,$95.00 ,Silver
Stephen & Walker,CA,Muscat,2019,Mendocino,Orange Muscat,Patrona,$38.00 ,Silver
Stephen & Walker,CA,Pinot Noir- $58.00 - $66.99,2019,Sonoma Coast,Pinot Noir,,$58.00 ,Silver
Stephen & Walker,CA,Port - $33.00 and Over,2016,Dry Creek Valley,Portentous,Port,$85.00 ,Silver
Stephen & Walker,CA,Zinfandel - $42.00 - $47.99,2018,Fountaingrove District,Zinfandel,,$45.00 ,Silver
Stephen & Walker,CA,Carignan/Carignane,2019,Alexander Valley,Carignane,,$56.00 ,Bronze
Stephen & Walker,CA,Pinot Noir - $51.00 - $57.99,2014,Monterey,Pinot Noir,,$56.00 ,Bronze
SToND,CA,Cab Sauv - $16.00 - $18.99,2020,Columbia Valley,Cabernet Sauvignon,,$16.99 ,Silver
Stone Griffon Vineyard,OR,Carmenere,2018,Columbia Valley,Carmenere,,$35.00 ,Silver
Stone Griffon Vineyard,OR,Tempranillo - $35 and Over,2017,Willamette Valley,Tempranillo,,$38.00 ,Silver
Stone Griffon Vineyard,OR,Pinot Noir - $44.00 - $47.99,2016,Willamette Valley,Pinot Noir,Carol Jean,$45.00 ,Bronze
Stone Griffon Vineyard,OR,Syrah/Shiraz - $40.00 - $43.99,2018,Columbia Valley,Syrah,,$42.00 ,Bronze
StoneRiver Winery,OR,Albarino,2019,Rogue Valley,Albarino,,$20.00 ,Gold
StoneRiver Winery,OR,Albarino,2020,Rogue Valley,Albarino,,$22.00 ,Silver
StoneRiver Winery,OR,Cab Franc - $30.00 - $39.99,2018,Rogue Valley,Cabernet Franc,,$31.00 ,Silver
StoneRiver Winery,OR,Packaging: Minimal,2018,Rogue Valley,Cab Franc Label,,$31.00 ,Bronze
StoneRiver Winery,OR,Pinot Gris/Grigio - $15.00 - $19.99,2019,Rogue Valley,Pinot Gris,,$18.00 ,Bronze
StoneRiver Winery,OR,Pinot Noir - $32.00 - $35.99,2018,Rogue Valley,Pinot Noir,,$35.00 ,Bronze
Stormalong Cider,MA,Culinary Cider,NV,Massachusetts,Mass Appeal,Culinary Cider,$10.99 ,Best of Class
Stormalong Cider,MA,Fruit Cider,NV,Massachusetts,Red Skies at Night,Fruit Cider,$10.99 ,Best of Class
Stormalong Cider,MA,Specialty or All Other Cider,NV,Massachusetts,Happy Holidays,Specialty Cider,$10.99 ,Best of Class
Stormalong Cider,MA,Varietal Cider,NV,Massachusetts,Kingston Black,Varietal Cider,$15.99 ,Gold
Stormalong Cider,MA,Varietal Cider,NV,Massachusetts,Wickson Single Varietal,Varietal Cider,$15.99 ,Gold
Stormalong Cider,MA,Culinary Cider,NV,Massachusetts,Legendary Dry,Culinary Cider,$10.99 ,Silver
Storrs,CA,Chardonnay - $33.00 - $35.99,2020,Santa Cruz Mountains,Chardonnay,Mountain Vineyard Collection,$33.00 ,Double Gold
Storrs,CA,Chardonnay - $26.00 - $28.99,2020,Santa Cruz Mountains,Chardonnay,,$28.00 ,Gold
Storrs,CA,Dry Rose/Blush Blend - RS 0,2020,Santa Cruz Mountains,Rose,,$25.00 ,Silver
Storrs,CA,Pinot Noir - $36.00 - $39.99,2017,Santa Cruz Mountains,Pinot Noir,Mountain Vineyard Collection,$36.00 ,Silver
Storrs,CA,Zinfandel - $26.00 - $28.99,2018,Central Coast,Zinfandel,,$27.00 ,Silver
Storrs,CA,Zinfandel - $32.00 - $34.99,2018,Santa Clara County,Zinfandel,,$34.00 ,Silver
Story Winery,CA,Petite Sirah - $40.00 - $45.99,2019,Amador County,Petite Sirah,,$40.00 ,Gold
Story Winery,CA,Chardonnay - $36.00 - $39.99,2019,Carneros,Chardonnay,Sangiacomo Vineyards,$36.00 ,Silver
Story Winery,CA,Red Natives/Hybrid Varietals,2019,Shenandoah Valley,Mission,,$28.00 ,Silver
Story Winery,CA,Syrah/Shiraz - $40.00 - $43.99,2019,Sierra Foothills,Syrah,,$40.00 ,Silver
Story Winery,CA,Viognier - $27.00 and Over,2020,Sierra Foothills,Viognier,,$28.00 ,Silver
Story Winery,CA,Zinfandel - $39.00 - $41.99,2019,Shenandoah Valley,Zinfandel,Reserve,$40.00 ,Silver
Strive Vineyards,AZ,Aglianico,2019,Willcox,Aglianico,,$40.00 ,Gold
Strive Vineyards,AZ,Cab Franc - $30.00 - $39.99,2019,Willcox,Cabernet Franc,,$38.00 ,Gold
Strive Vineyards,AZ,Dry Rose/Blush - RS 0,2020,Willcox,Rose,,$27.00 ,Bronze
Strive Vineyards,AZ,Petit Verdot - Up to - $39.99,2019,Willcox,Petit Verdot,,$37.00 ,Bronze
Strive Vineyards,AZ,Port - $33.00 and Over,NV,Willcox,Forte,6 Year Barrel Aged Tawny Port-style,$50.00 ,Bronze
Subsoil,WA,Cab Sauv - $16.00 - $18.99,2018,Horse Heaven Hills,Cabernet Sauvignon,Subsoil,$17.00 ,Gold
Suburban Fracas,CA,White Blends - $22.00 - $27.99,NV,California,Skirmish,,$22.00 ,Gold
Suburban Fracas,CA,Tannat,2020,Lodi,Tannat,,$23.00 ,Silver
Sultry Cellars,AZ,All Other Red Blends: $35.00 and Over (Must not have leading varietal listed topping blend,2014,Willcox,Cats Meow,Dragoon Mountain Vineyard,$52.00 ,Bronze
Summers Estate Wines,CA,Cab Sauv - $26.00 - $29.99,2018,Napa County/Sonoma County,Cabernet Sauvignon,Andrianas Cuvee,$28.00 ,Bronze
Summersday,CT,White Blends - Up to - $21.99,2020,Monterey,White Blend,,$19.99 ,Silver
SummerWood,CA,Cab Sauv - $42.00 - $45.99,2019,Paso Robles,Cabernet Sauvignon,,$45.00 ,Double Gold
SummerWood,CA,Grenache Blanc,2020,Paso Robles,Grenache Blanc,,$30.00 ,Double Gold
SummerWood,CA,Other Sparkling,2019,Paso Robles,Grenache Blanc,Awa,$40.00 ,Gold
SummerWood,CA,Red Blend: Grenache leading blend - $30.00 and Over,2018,Paso Robles,GSM,,$55.00 ,Silver
Sunce Winery & Vineyard,CA,Port - Up to - $32.99,2014,Russian River Valley,Sweet Zora,Cattich Vineyard,$30.00 ,Best of Class
Sunce Winery & Vineyard,CA,Cab Sauv - $39.00 - $41.99,2019,Red Hills Lake County,Cabernet Sauvignon,Frasers Jago Bay,$40.00 ,Double Gold
Sunce Winery & Vineyard,CA,Carignan/Carignane,2019,San Francisco Bay,Carignane,,$38.00 ,Double Gold
Sunce Winery & Vineyard,CA,Grenache - $35.00 and Over,2018,Arroyo Seco,Grenache,Wente Vyds,$42.00 ,Double Gold
Sunce Winery & Vineyard,CA,Red Blend: Grenache leading blend - $30.00 and Over,2019,North Coast,GSM,,$42.00 ,Double Gold
Sunce Winery & Vineyard,CA,Alicante Bouschet,2020,Sonoma County,Alicante Bouschet,Bastoni,$42.00 ,Gold
Sunce Winery & Vineyard,CA,Merlot - $40.00 and Over,2019,Dry Creek Valley,Merlot,Alan Foppiano Historic Vines,$50.00 ,Gold
Sunce Winery & Vineyard,CA,Merlot - $40.00 and Over,2018,Dry Creek Valley,Merlot,Alan Foppiano Historic Vines,$50.00 ,Gold
Sunce Winery & Vineyard,CA,Montepulciano,2019,Russian River Valley,Montepulciano,Elsos Vineyard,$47.00 ,Gold
Sunce Winery & Vineyard,CA,Mourvedre,2019,San Francisco Bay,Mourvedre,,$45.00 ,Gold
Sunce Winery & Vineyard,CA,Pinot Noir - $44.00 - $47.99,2019,Carneros; Sonoma,Pinot Noir,Guerrero Vyd,$46.00 ,Gold
Sunce Winery & Vineyard,CA,Pinot Noir - $51.00 - $57.99,2019,Russian River Valley,Pinot Noir,Zora's Vineyard-Cuvee of Clones,$55.00 ,Gold
Sunce Winery & Vineyard,CA,Pinot Noir - $51.00 - $57.99,2019,Russian River Valley,Pinot Noir,Zoras Vineyard Clone 667,$55.00 ,Gold
Sunce Winery & Vineyard,CA,Pinot Noir - $51.00 - $57.99,2018,Russian River Valley,Pinot Noir,Zoras Vineyard-Cuvee of Clones,$55.00 ,Gold
Sunce Winery & Vineyard,CA,Port - $33.00 and Over,2019,Clarksburg,Muscat Port,Heringer Vineyard,$33.00 ,Gold
Sunce Winery & Vineyard,CA,Red Blend: Carignane; Graziano or Tannat leading blend,2016,North Coast,Chateau la Sunce,,$45.00 ,Gold
Sunce Winery & Vineyard,CA,Red Blend: Sangiovese leading blend,2019,Sonoma County,Trois Amis,Franicevic Series,$65.00 ,Gold
Sunce Winery & Vineyard,CA,Red Blend: Tempranillo leading blend,2018,California,Tempranillo-Garnacha-Cab,,$70.00 ,Gold
Sunce Winery & Vineyard,CA,Sangiovese - $35.00 and Over,2019,Carneros; Sonoma,Sangiovese,Santo Giordano Vineyard,$40.00 ,Gold
Sunce Winery & Vineyard,CA,Sauvignon Blanc/Fume - $20.00 - $ 25.99,2021,Russian River Valley,Sauvignon Blanc,,$25.00 ,Gold
Sunce Winery & Vineyard,CA,Tannat,2019,Clarksburg,Tannat,,$32.00 ,Gold
Sunce Winery & Vineyard,CA,Teroldego,2019,Clarksburg,Teroldego,,$36.00 ,Gold
Sunny Farm,CT,Chardonnay - $16.00 - $17.99,2020,Lodi,Chardonnay,,$17.99 ,Silver
Sunny With a Chance of Flowers,CA,Chardonnay - $16.00 - $17.99,2020,Monterey County,Chardonnay,,$16.99 ,Silver
Sunny With a Chance of Flowers,CA,Pinot Noir - $15.00 - $19.99,2020,Monterey County,Pinot Noir,,$16.99 ,Bronze
Sunny With a Chance of Flowers,CA,Sauvignon Blanc/Fume - $16.00 - $19.99,2020,Monterey,Sauvignon Blanc,,$16.99 ,Bronze
Sutter Home,CA,Berry Wine,NV,California,Berry,Fruit Infusions Wild,$7.99 ,Double Gold
Sutter Home,CA,Cab Sauv - Up to - $12.99,NV,California,Cabernet Sauvignon,,$6.00 ,Double Gold
Sutter Home,CA,Dry/Sweet Rose/Blush - RS 1.00 and Over,NV,California,White Zinfandel,,$6.00 ,Double Gold
Sutter Home,CA,Dry/Sweet Rose/Blush - RS 1.00 and Over,NV,California,Pink Moscato,,$6.00 ,Gold
Sutter Home,CA,Fruit Wine,NV,California,Peach,Fruit Infusions Sweet,$7.99 ,Gold
Sutter Home,CA,Chardonnay - Up to - $10.99,NV,California,Chardonnay,,$6.00 ,Silver
Sutter Home,CA,Dry Rose/Blush - RS .3 - .99,NV,California,Rose,,$7.99 ,Silver
Sutter Home,CA,Dry/Sweet Rose/Blush - RS 1.00 and Over,NV,California,White Merlot,,$6.00 ,Silver
Sutter Home,CA,Fruit Wine,NV,California,Pineapple,Fruit Infusions Tropical,$7.99 ,Silver
Sutter Home,CA,Merlot - Up to - $14.99,NV,California,Merlot,,$6.00 ,Silver
Sutter Home,CA,Muscat,NV,California,Moscato,,$6.00 ,Silver
Sutter Home,CA,Pinot Gris/Grigio - Up to - $14.99,NV,California,Pinot Grigio,,$6.00 ,Silver
Sutter Home,CA,Riesling - Medium Sweet - 2.1 - 4.0 RS,NV,California,Sweet Riesling,,$6.00 ,Silver
Sutter Home,CA,Sauvignon Blanc/Fume - Up to - $15.99,NV,California,Sauvignon Blanc,,$6.00 ,Silver
Sutter Home,CA,Sweet Red -,NV,California,Sweet Red,,$6.00 ,Silver
Sutter Home,CA,Sweet Red -,NV,California,Red Moscato,,$6.00 ,Bronze
Suveg Cellars,CA,Nebbiolo,2017,Santa Barbara County,Nebbiolo,Attitude Adjustment,$75.00 ,Double Gold
Suveg Cellars,CA,Petite Sirah - $46.00 and Over,2017,El Pomar District,Petite Sirah,Sibling Rivalry,$60.00 ,Double Gold
Suveg Cellars,CA,Dolcetto,2018,Santa Barbara County,Dolcetto,Lacking Diplomacy,$55.00 ,Silver
Suveg Cellars,CA,Petit Verdot - $40.00 and Over,2017,Santa Ynez Valley,Petit Verdot,Meet Your Maker,$60.00 ,Silver
Suveg Cellars,CA,Roussanne,2019,Los Olivos District,Roussanne,Space Issues,$45.00 ,Silver
Suveg Cellars,CA,Barbera - $35.00 and Over,2018,Santa Barbara County,Barbera,Liquid Assets,$55.00 ,Bronze
SVB,CT,Sauvignon Blanc/Fume - $20.00 - $ 25.99,2020,Russian River Valley,Sauvignon Blanc,,$22.99 ,Silver
SVI,CA,Red Blend: Cab Sauv leading blend - $45.00 - $55.99,2018,Lodi,Bellissimo,,$46.00 ,Silver
SVI,CA,Red Blend: Cab Sauv leading blend - $35.00 - $44.99,2016,Lodi,Delicate Princess,,$38.00 ,Bronze
Table,CA,Dry/Sweet Rose/Blush - RS 1.00 and Over,NV,California,Rose,,$16.00 ,Silver
Tackitt Family Vineyards,CA,Malbec - $37.00 and Over,2018,Paso Robles,Malbec,,$40.00 ,Silver
Taft Street,CA,Sauvignon Blanc/Fume - $20.00 - $ 25.99,2020,Russian River Valley,Sauvignon Blanc,,$24.00 ,Double Gold
Taft Street,CA,Pinot Noir - $40.00 - $43.99,2019,Russian River Valley,Pinot Noir,Zachary Hill,$42.00 ,Gold
Taft Street,CA,Red Blend: Grenache leading blend - $30.00 and Over,2019,Russian River Valley,Grenache Blend,,$32.00 ,Gold
Taft Street,CA,Pinot Noir - $40.00 - $43.99,2019,Russian River Valley,Pinot Noir,Fifty Five Thirty Seven,$42.00 ,Silver
